cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
20;1;0;20;0;0;504;39;187;11;0;0;9;1;0;0;0;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
3;1;0;3;0;0;26;2;8;6;0;0;0;0;2;0;0;1
14;2;1;14;3081;0;264;20;80;79;2;72;5;0;0;0;0;0
8;1;0;8;0;0;33;15;16;3;0;3;0;1;0;0;1;1
3;2;3;3;0;0;7;0;1;1;0;1;0;1;0;1;0;0
0;1;0;0;0;0;6;1;1;1;0;1;0;0;0;0;0;0
9;1;0;9;14;0;137;62;50;12;0;0;9;4;0;0;2;0
11;2;1;11;988;0;1036;148;315;45;0;0;37;1;0;0;0;0
3;2;3;3;0;0;7;0;1;1;0;1;0;1;0;1;0;0
5;6;2;5;0;0;172;5;1;1;0;0;1;0;0;0;0;0
2;1;0;2;0;0;9;4;5;1;0;1;0;0;0;0;0;0
1;1;0;1;1;0;7;3;2;2;0;1;0;0;0;0;0;0
6;1;0;6;0;0;36;7;4;2;0;1;0;2;0;0;2;0
0;1;0;0;0;0;8;0;1;1;0;0;1;4;0;0;0;0
1;1;0;1;15;0;8;0;6;6;0;0;0;0;0;0;0;0
1;1;0;1;0;0;16;2;4;3;0;2;0;0;0;0;3;0
13;2;1;13;4083;0;424;17;91;91;3;87;1;0;0;0;1;0
0;1;0;0;0;0;6;0;1;1;0;1;0;0;0;0;0;0
0;4;1;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;3;0;0;1;0;8;0;2;2;0;2;0;0;0;0;0;0
32;8;3;32;120;0;556;47;28;16;0;12;0;0;0;0;0;0
2;1;0;2;6;0;117;3;19;4;0;0;4;0;0;0;0;0
0;4;1;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
6;1;0;6;120;0;38;11;22;16;0;11;1;0;0;0;0;0
19;2;0;19;159;0;528;109;200;19;0;1;10;0;0;0;2;1
9;1;2;9;6;0;43;28;10;5;0;0;2;3;0;0;3;0
20;5;2;20;200;0;258;27;52;25;0;23;1;3;0;0;2;0
15;3;6;15;24;0;277;40;25;12;0;1;10;3;0;0;3;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
4;2;0;4;0;0;14;5;4;1;0;1;0;1;0;0;0;0
4;2;0;4;6;0;13;1;4;4;0;0;0;0;0;0;0;0
7;1;0;7;25;0;53;18;17;10;0;8;2;1;0;0;1;0
3;1;14;3;3;0;5;0;3;3;0;0;0;0;0;0;0;0
4;1;0;4;6;0;6;0;4;4;0;4;0;0;0;0;0;0
8;2;0;8;55;0;77;22;11;11;0;11;0;0;0;0;0;0
12;2;4;12;0;0;226;44;25;7;0;2;5;5;0;0;4;0
4;1;0;4;1;0;18;6;2;2;0;2;0;0;0;0;0;0
12;1;1;12;0;0;361;50;49;49;0;45;4;1;0;0;3;0
1;1;4;1;0;0;10;0;1;1;0;1;0;0;0;0;0;0
14;2;1;14;496;0;192;14;32;32;1;30;1;0;0;0;0;0
19;2;0;19;23;0;88;43;23;11;0;5;1;6;0;0;7;0
30;3;7;30;166;0;632;175;98;25;0;4;19;18;0;0;16;0
5;2;2;5;0;0;38;4;13;5;1;3;1;5;0;0;5;0
13;2;1;13;0;0;43;20;13;4;0;2;1;3;0;0;2;0
8;2;0;8;28;0;49;19;8;8;2;6;0;0;0;0;0;0
6;1;0;6;0;0;116;29;36;17;0;2;8;4;0;0;4;0
2;1;0;2;4;0;11;0;4;4;0;3;0;2;0;0;0;1
2;1;8;2;1;0;11;2;4;3;0;1;0;1;0;1;0;0
3;1;0;3;0;0;40;2;11;2;0;0;1;1;0;0;1;0
3;1;1;3;136;0;96;22;27;17;0;15;2;0;0;0;0;0
32;1;1;32;0;0;1700;185;271;231;0;202;29;5;0;2;14;0
12;2;0;12;114;0;238;101;56;16;0;1;15;5;0;0;5;0
2;2;3;2;0;0;7;0;1;1;0;1;0;1;0;1;0;0
2;5;0;2;3;0;87;0;3;3;0;0;0;0;0;0;0;1
16;4;4;16;15;0;361;65;40;11;0;2;8;8;0;0;10;0
1;1;0;1;0;0;4;0;0;0;0;0;0;1;0;0;0;0
3;1;0;3;3;0;9;0;3;3;0;3;0;0;0;0;0;1
9;1;0;9;1;0;121;30;20;3;0;1;1;6;0;0;6;0
5;2;0;5;3;0;38;10;17;3;0;1;2;0;0;0;0;0
5;1;0;5;0;0;23;5;6;4;0;3;0;2;0;0;0;0
3;2;3;3;0;0;9;0;1;1;0;1;0;2;0;2;0;0
5;2;3;5;0;0;13;0;1;1;0;1;0;4;0;4;0;0
3;2;0;3;1;0;15;2;4;3;0;0;0;1;0;0;0;0
9;1;19;9;0;0;77;19;16;8;0;1;3;2;0;0;4;0
2;1;0;2;0;0;5;6;1;1;0;1;0;0;0;0;0;0
4;1;0;4;0;0;14;10;3;1;0;1;0;0;0;0;0;0
0;1;0;0;6;0;13;0;9;4;0;4;0;0;0;0;0;0
4;1;0;4;6;0;14;3;4;4;0;4;0;0;0;0;0;0
3;1;0;3;3;0;7;0;3;3;0;1;0;0;0;0;0;0
1;1;0;1;0;0;9;0;1;1;0;0;0;4;0;0;4;0
5;1;0;5;6;0;14;4;4;4;0;4;0;0;0;0;0;0
7;2;1;7;197;0;462;96;136;22;0;1;20;4;0;0;4;1
16;2;1;16;1812;0;238;26;61;61;2;57;2;1;0;0;4;0
4;1;4;4;0;0;67;15;18;5;0;4;1;4;0;1;3;0
4;2;5;4;0;0;9;0;1;1;0;1;0;2;0;2;0;0
8;2;0;8;78;0;84;6;13;13;2;11;0;0;0;0;0;0
6;2;2;6;0;0;21;9;6;3;0;3;0;2;0;1;1;0
3;1;14;3;28;0;669;9;12;9;0;5;1;2;0;0;2;0
9;1;0;9;0;0;143;11;12;11;0;11;0;1;0;0;9;0
0;1;0;0;0;0;9;0;3;1;0;1;0;0;0;0;0;0
6;2;1;6;0;0;76;32;24;3;0;2;0;1;0;0;1;0
3;2;3;3;0;0;9;0;1;1;0;1;0;2;0;2;0;0
12;1;5;12;22;0;252;27;19;8;0;3;3;4;0;0;4;0
1;1;0;1;2;0;24;0;5;5;0;5;0;4;0;0;4;0
5;1;0;5;0;0;20;4;4;3;0;3;0;3;0;0;3;0
8;2;0;8;895;0;207;26;51;51;2;49;0;2;0;0;2;0
3;2;0;3;3;0;10;2;3;3;0;0;0;0;0;0;0;0
4;1;23;4;6;0;6;0;4;4;0;0;0;0;0;0;0;0
8;2;0;8;0;0;24;15;15;2;0;2;0;0;0;0;0;1
10;2;1;10;1275;0;172;15;51;51;1;48;2;0;0;0;0;0
39;20;16;39;1507;0;2089;242;308;59;0;1;55;23;0;0;25;0
1;1;1;1;2;0;16;0;4;4;0;4;0;0;0;0;2;0
16;1;3;16;79;0;255;55;83;14;0;0;10;1;0;0;5;0
3;1;2;3;2;0;29;4;10;4;0;3;1;2;0;0;2;0
8;2;0;8;1;0;10;9;2;2;1;1;0;0;0;0;0;0
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;0
2;1;3;2;20;0;32;0;9;8;0;8;0;2;0;0;2;0
19;1;14;19;1135;7;178;38;52;51;45;2;0;3;4;0;0;0
21;1;2;21;2573;0;1133;99;413;78;0;10;66;7;0;0;9;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;1
9;2;0;9;66;0;53;17;12;12;1;11;0;0;0;0;0;0
2;1;0;2;0;0;6;1;1;1;0;1;0;0;0;0;0;0
3;1;0;3;0;0;8;2;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;10;2;1;1;0;0;0;2;0;0;0;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
7;2;1;7;0;0;237;7;4;2;0;1;0;1;0;0;1;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
2;1;0;2;0;0;32;10;7;4;0;0;3;1;0;0;3;0
16;3;1;16;32878;0;1177;47;264;257;2;248;2;1;0;0;1;0
0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
10;2;0;10;112;0;76;9;18;17;1;16;0;1;0;0;3;0
8;1;3;8;1;0;59;17;24;6;0;4;2;3;0;1;2;0
8;1;0;8;0;0;30;3;7;5;0;2;0;4;0;0;4;0
8;1;10;8;9;3;57;12;14;7;2;4;0;3;3;0;1;0
7;1;0;7;0;0;36;13;7;3;0;2;0;2;0;0;2;0
10;2;1;10;45;0;109;34;12;10;0;10;0;0;0;0;0;0
5;1;0;5;36;0;92;21;9;9;0;9;0;0;0;0;0;0
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;1
21;1;2;21;1234;0;546;131;144;53;0;0;50;18;0;0;4;0
2;1;0;2;0;0;9;2;2;2;0;2;0;1;0;0;0;1
11;2;0;11;1;0;49;12;3;3;1;2;0;0;0;0;2;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;2;0;0;7;0;1;1;0;1;0;1;0;1;0;0
11;2;2;11;0;0;52;23;17;5;0;4;1;3;0;1;1;0
6;2;1;6;8;0;36;23;11;5;0;1;3;1;0;0;2;0
0;1;0;0;1;0;7;0;4;2;0;2;0;0;0;0;0;0
13;2;2;16;4;0;48;40;9;5;2;0;2;2;0;0;1;0
7;1;1;7;66;0;82;27;16;12;0;11;1;0;0;0;0;0
19;3;1;19;0;0;205;58;31;6;0;2;4;9;0;0;6;0
3;1;0;3;0;0;19;14;7;1;0;1;0;0;0;0;0;0
8;2;0;8;1;0;17;5;4;2;0;2;0;1;0;1;0;0
0;1;0;0;0;0;10;1;1;1;0;1;0;3;0;3;0;0
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
8;2;1;8;66;0;92;23;12;12;0;10;1;0;0;0;0;0
6;1;3;6;62;0;185;40;53;13;0;0;8;2;0;0;3;0
7;1;1;7;190;0;141;19;20;20;0;15;5;0;0;0;0;0
40;1;1;40;56130;0;2144;168;355;349;0;309;40;1;0;0;8;0
9;3;0;9;6;0;19;14;13;4;1;1;2;0;0;0;0;0
11;2;0;11;21;0;81;49;29;7;0;0;1;0;0;0;0;1
1;1;0;1;0;0;6;0;1;1;0;0;0;1;0;0;0;1
2;1;8;2;16;0;68;19;20;8;0;2;2;2;0;0;1;0
10;1;0;10;0;0;11;10;2;2;0;2;0;0;0;1;0;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5;1;0;5;0;0;78;22;26;5;0;0;2;5;0;0;5;0
2;1;0;2;3;0;26;14;10;3;0;0;0;1;0;0;1;0
3;1;0;3;0;0;26;1;8;5;0;0;1;2;0;0;2;0
3;2;0;3;0;0;19;2;5;5;0;4;0;1;0;0;1;1
9;2;1;9;15;0;30;6;6;6;2;3;1;0;0;0;0;0
0;1;18;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
7;1;1;7;0;0;131;12;12;8;0;7;1;1;0;0;1;0
9;1;2;9;19;0;80;16;10;7;0;0;2;2;0;0;1;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
9;1;3;9;0;0;411;47;128;36;0;10;25;9;0;0;9;0
10;2;0;10;3;0;23;14;6;6;1;5;0;0;0;1;0;0
3;1;0;3;0;0;6;3;1;1;0;1;0;0;0;0;0;0
3;1;0;3;0;0;28;5;7;5;0;5;0;2;0;0;0;1
14;1;1;14;0;0;67;39;10;9;0;5;3;0;0;0;2;0
10;1;0;10;78;0;81;23;28;13;0;2;1;0;0;0;0;0
4;1;0;4;0;0;9;8;2;2;0;1;0;1;0;0;1;0
4;1;6;13;10;0;16;0;5;5;0;5;0;0;0;0;0;0
5;1;0;5;40;0;118;21;33;13;0;0;10;2;0;0;4;0
4;1;0;4;15;0;18;0;6;6;0;0;0;0;0;0;0;0
7;1;0;7;10;0;14;11;5;5;0;4;0;0;0;0;0;0
3;1;0;3;0;0;21;6;3;2;0;0;0;5;0;0;3;0
3;1;0;3;0;0;12;12;5;1;0;1;0;0;0;0;0;0
7;1;0;7;1;0;60;9;15;2;0;0;0;1;0;0;0;0
2;1;0;2;0;0;17;0;4;4;0;3;0;2;0;0;2;0
12;2;3;12;50;0;143;51;49;12;0;1;9;2;0;0;3;0
3;1;0;3;0;0;6;6;2;1;0;1;0;0;0;0;0;1
8;1;0;8;2;0;47;21;17;5;0;2;2;2;0;0;3;0
11;1;30;11;171;0;81;0;19;19;0;0;0;0;0;0;0;0
3;1;5;3;0;0;13;2;3;1;0;1;0;1;0;0;1;0
9;2;0;9;10;0;28;10;5;5;1;4;0;0;0;0;0;0
10;2;1;10;39338;0;1146;36;281;281;1;279;1;1;0;0;2;0
5;2;0;5;21;0;70;23;24;7;0;1;6;1;0;0;1;0
4;1;0;4;0;0;31;14;10;4;0;0;0;3;0;0;3;1
32;3;1;32;80;0;210;58;32;28;2;18;8;4;0;1;6;0
2;1;0;2;0;0;37;4;12;6;0;3;1;4;0;0;1;0
0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
7;2;0;7;21;0;37;2;7;7;2;5;0;0;0;0;0;0
9;2;0;9;36;0;38;13;9;9;2;7;0;1;0;0;1;0
3;2;0;3;0;0;5;0;1;1;0;0;0;0;0;0;0;0
5;1;1;5;15;0;48;13;8;6;0;4;2;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
5;2;0;5;1;0;10;0;2;2;0;0;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1;1;0;1;3;0;11;1;3;3;0;3;0;0;0;0;0;0
17;2;2;17;111;0;362;93;119;18;1;4;13;32;0;1;8;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
4;1;2;4;3;0;57;7;18;6;0;0;2;3;0;0;6;0
10;1;1;10;8;0;46;24;6;5;0;3;2;1;0;0;1;0
5;1;0;5;4;0;16;3;4;4;0;4;0;2;0;0;2;0
6;1;1;6;6;0;31;16;4;4;0;3;1;0;0;0;0;0
3;2;0;3;1;0;18;12;4;2;0;1;0;0;0;0;0;0
1;1;0;1;3;0;11;1;3;3;0;3;0;0;0;0;0;0
3;2;0;3;1;0;18;9;4;2;0;1;0;0;0;0;0;0
6;2;0;6;0;0;5;0;1;1;0;1;0;0;0;0;0;1
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
3;1;0;3;1;0;4;0;2;2;0;0;0;0;0;0;0;1
8;4;2;8;0;0;140;48;40;5;0;2;1;8;0;0;6;1
17;1;1;17;30;0;140;57;45;9;0;0;7;7;0;0;7;0
6;1;5;6;21;0;36;13;12;7;0;0;1;0;0;0;0;0
11;4;11;11;272;0;114;16;33;24;0;21;2;0;0;0;2;0
5;2;0;5;1;0;12;0;3;3;0;2;0;0;1;0;0;0
21;1;0;21;44;0;409;125;169;13;0;5;4;0;0;0;2;1
8;1;3;8;0;0;114;29;18;4;0;2;2;3;0;0;3;0
4;1;6;4;0;0;22;4;7;5;0;5;0;2;0;0;2;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
6;1;0;6;22;0;50;12;12;12;0;12;0;3;0;0;4;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
0;1;45;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;14;3;2;2;0;0;0;0;0;0;0;0
1;1;0;1;3;0;11;2;5;3;0;3;0;0;0;0;0;0
12;4;6;12;22;0;90;31;25;8;0;3;0;2;0;0;3;1
9;2;0;9;105;0;56;8;15;15;2;13;0;0;0;0;0;0
0;1;1;0;0;0;4;0;1;1;0;1;0;0;0;0;0;0
2;1;0;2;1;0;12;3;2;2;0;0;0;0;0;0;0;0
15;2;0;15;5718;0;509;10;108;108;2;106;0;0;0;0;2;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;7;0;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;7;0;2;2;0;2;0;0;0;0;0;0
15;2;1;15;139;0;125;22;18;18;1;15;2;3;0;0;3;0
6;1;0;6;1;0;55;10;3;2;0;0;1;2;0;0;2;0
5;2;0;5;0;0;26;7;7;1;0;1;0;0;0;0;0;1
8;1;2;8;16;0;78;50;27;8;0;3;5;3;0;0;2;0
7;1;21;7;0;0;177;35;55;22;0;11;4;4;0;0;4;0
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;1
16;2;1;16;2197;0;370;60;72;67;2;62;3;1;0;0;2;0
10;2;1;10;2395;0;522;13;71;71;1;68;2;0;0;0;1;0
2;2;0;2;0;0;21;0;7;5;0;3;0;1;0;0;1;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
10;2;1;10;40;0;68;9;13;12;1;9;2;1;0;0;2;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
20;3;4;20;9;0;383;20;19;6;0;3;3;17;0;0;9;0
25;1;2;25;300;0;705;52;175;168;0;162;6;4;0;0;3;0
1;1;0;1;0;0;6;1;1;1;0;1;0;0;0;0;0;0
9;2;1;9;300;0;162;10;25;25;2;19;4;0;0;0;0;0
5;2;0;5;1;0;17;5;4;2;1;1;0;1;0;0;1;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
3;1;0;3;1;0;11;5;4;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;3;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
6;1;1;6;36;0;63;8;9;9;0;8;1;0;0;0;0;0
7;1;0;7;0;0;13;2;2;2;0;1;1;1;0;0;1;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1;1;1;2;1;0;16;5;8;2;0;0;1;0;0;0;0;0
2;1;0;2;3;0;11;2;4;3;0;3;0;0;0;0;0;0
5;1;2;16;3;0;9;0;3;3;0;3;0;0;0;0;0;0
3;2;3;3;0;0;7;0;1;1;0;1;0;1;0;1;0;0
0;1;0;0;0;0;7;1;1;1;0;1;0;0;0;0;0;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
2;1;12;2;0;0;13;5;3;2;0;1;0;1;0;0;1;0
11;1;1;11;385;0;205;40;35;35;0;24;11;1;0;0;1;0
12;1;0;12;15;0;19;15;6;6;1;0;0;0;0;0;0;0
2;1;0;2;0;0;10;0;1;1;0;0;0;0;0;0;0;0
9;2;1;9;3;0;100;24;39;6;0;3;3;2;0;0;3;0
3;1;0;3;0;0;3;0;1;1;0;0;0;0;0;0;0;1
3;1;0;3;6;0;24;2;8;4;0;4;0;0;0;0;0;0
6;1;1;6;120;0;110;19;17;16;0;15;1;0;0;0;0;0
5;1;0;5;36;0;29;4;9;9;0;9;0;0;0;0;0;0
5;1;0;5;21;0;23;2;7;7;0;7;0;0;0;0;0;0
4;1;0;4;36;0;29;5;9;9;0;9;0;0;0;0;0;0
7;2;1;7;231;0;99;13;22;22;0;22;0;0;0;0;0;0
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2;1;0;2;3;0;11;0;3;3;0;3;0;0;0;0;0;0
2;1;0;2;10;0;18;1;5;5;0;5;0;0;0;0;0;0
6;2;0;6;0;0;14;12;1;1;0;1;0;0;0;0;0;0
1;1;0;1;1;0;8;2;4;2;0;2;0;0;0;0;0;0
4;1;0;4;21;0;24;1;7;7;0;7;0;0;0;0;0;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
3;1;0;3;3;0;11;0;3;3;0;3;0;0;0;0;0;0
2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;6;0;2;2;0;0;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
10;2;0;10;4;0;103;60;34;5;0;1;3;1;0;0;1;0
1;1;0;1;6;0;6;0;4;4;0;0;0;0;0;0;0;1
3;1;0;3;6;0;34;11;9;5;0;1;0;3;0;0;3;0
1;1;0;1;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
13;2;0;13;0;0;55;20;11;8;3;5;0;4;0;0;5;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
3;2;3;3;0;0;7;0;1;1;0;1;0;1;0;1;0;0
1;1;0;1;1;0;7;2;2;2;0;0;1;0;0;0;0;0
3;1;0;3;0;0;3;0;1;1;0;0;0;0;0;0;0;0
18;1;1;18;1639;0;447;65;73;59;0;41;18;0;0;0;1;0
2;1;0;2;0;0;20;3;7;4;0;1;1;2;0;0;1;0
8;1;0;8;0;0;55;9;8;6;0;6;0;6;0;0;7;0
6;2;0;6;0;0;44;19;9;4;0;1;0;1;0;0;0;0
10;2;1;10;13;0;83;26;30;7;0;2;4;3;0;0;3;0
4;1;0;4;0;0;19;6;6;5;0;5;0;1;0;0;0;1
11;1;4;11;6;0;159;54;38;13;0;2;7;8;0;0;9;0
19;2;1;19;3403;0;432;57;83;83;3;75;5;0;0;0;0;0
6;2;0;6;0;0;16;9;9;1;0;1;0;0;0;0;0;0
3;1;0;3;3;0;16;5;6;3;0;2;0;0;0;0;0;0
2;1;0;2;3;0;9;1;3;3;1;2;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;0;0;1;0;1;0;0
1;1;1;1;0;0;122;3;5;3;0;2;1;2;0;2;1;0
3;1;0;3;6;0;15;5;4;4;0;4;0;0;0;0;0;0
15;2;0;15;12549;0;570;54;159;159;2;157;0;0;0;0;1;0
2;1;0;2;3;0;9;1;3;3;1;2;0;0;0;0;0;0
2;1;0;2;1;0;13;4;8;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;13;4;8;2;0;2;0;0;0;0;0;0
3;1;3;3;6;0;113;15;24;4;0;1;2;1;0;0;1;0
2;1;0;2;1;0;14;8;4;2;0;2;0;0;0;0;0;0
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
8;2;0;8;10;0;28;8;5;5;2;3;0;0;0;0;0;0
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2;1;0;2;1;0;9;1;2;2;0;2;0;0;0;0;0;0
13;3;2;13;46;0;387;63;35;13;0;3;10;7;0;0;7;0
11;1;0;11;44;0;70;4;13;12;0;12;0;1;0;0;10;1
12;3;3;12;39;0;149;45;42;10;0;2;7;13;0;0;2;0
7;1;9;7;0;0;37;2;3;3;0;2;0;13;0;13;0;0
11;2;1;11;0;0;59;26;11;3;0;3;0;3;0;0;2;0
8;1;0;8;66;0;43;11;12;12;1;10;1;1;0;1;0;0
2;1;0;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;0;0;0;0;10;1;1;1;0;0;0;0;0;0;0;0
5;1;0;5;21;0;9;0;7;7;0;0;0;0;0;0;0;0
4;1;0;4;2;0;21;3;8;4;0;0;0;2;0;0;0;0
0;1;0;0;0;0;71;0;1;1;0;0;1;67;0;67;0;0
8;1;1;8;364;0;287;80;31;29;0;26;3;0;0;1;0;0
1;1;0;1;4;0;14;1;4;4;0;3;1;1;0;0;1;0
2;1;0;2;10;0;7;0;5;5;0;0;0;0;0;0;0;1
10;2;1;10;24;0;35;14;9;9;2;5;2;1;0;0;1;0
0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
8;1;0;8;0;0;157;43;43;9;0;1;1;3;0;0;0;0
8;2;0;8;630;0;140;7;36;36;3;33;0;0;0;0;0;0
15;2;3;15;0;0;306;87;76;66;1;61;4;1;0;0;2;0
6;2;0;6;1;0;8;0;2;2;1;0;0;0;0;0;0;0
4;1;0;4;1;0;4;0;2;2;0;2;0;0;0;0;0;0
0;1;0;0;0;0;6;0;1;1;0;0;1;2;0;0;0;1
4;1;0;4;3;0;56;25;12;3;0;1;1;2;0;0;1;0
3;1;0;3;6;0;36;0;9;9;0;8;1;3;0;0;4;0
4;1;0;4;10;0;9;3;5;5;0;4;0;0;0;0;0;0
3;2;0;3;0;0;39;12;10;10;2;7;0;2;0;0;0;0
1;1;0;1;0;0;8;0;1;1;0;0;1;2;0;0;2;0
3;1;0;3;0;0;4;0;1;1;0;1;0;0;0;0;0;1
3;1;0;3;0;0;23;7;6;6;0;6;0;1;0;0;1;0
10;2;0;10;13;0;86;24;26;10;0;4;0;3;0;0;0;0
3;1;4;3;3;0;302;4;7;3;0;2;1;0;0;0;0;0
4;2;0;4;0;0;24;14;6;5;0;0;1;4;0;0;4;1
1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;3;0;11;2;5;3;0;3;0;0;0;0;0;0
1;1;0;1;3;0;11;1;5;3;0;3;0;0;0;0;0;0
1;1;0;1;3;0;11;2;3;3;0;3;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;13;1;3;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
9;1;0;9;19;0;111;50;37;7;0;2;4;1;0;0;0;0
7;2;1;7;2;0;141;31;51;5;0;1;0;7;0;0;5;0
5;1;4;5;211;0;364;18;117;22;1;2;10;6;0;0;16;0
9;2;0;9;43;0;46;11;11;11;2;9;0;1;0;0;2;0
6;2;0;6;1;0;12;0;3;3;0;2;0;0;1;0;0;0
1;1;0;1;3;0;11;2;3;3;0;3;0;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
3;2;0;3;0;0;22;5;10;2;0;1;0;0;0;0;1;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
3;3;0;3;0;0;8;3;5;1;0;0;0;0;0;0;0;0
10;1;1;10;279;0;159;39;27;27;0;21;6;1;0;0;1;0
3;1;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;8;0;1;1;0;0;1;2;0;0;1;1
9;1;0;9;16;0;90;31;38;8;0;5;3;2;0;0;1;0
0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;1;0;3;0;11;2;3;3;0;2;1;0;0;0;0;0
6;1;0;6;21;0;126;26;18;7;0;7;0;1;0;0;0;0
15;2;0;15;0;0;205;44;62;15;0;2;12;12;0;0;12;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
8;2;0;8;66;0;40;6;12;12;1;11;0;0;0;0;0;0
